Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
2/02/2013,Millwall,Hull,0,1,A,
2/02/2013,Peterboro,Burnley,2,2,D,
2/02/2013,Sheffield Weds,Brighton,3,1,H,
2/02/2013,Watford,Bolton,2,1,H,
31/01/2013,Leicester,Wolves,2,1,H,
30/01/2013,Huddersfield,Crystal Palace,1,0,H,
29/01/2013,Barnsley,Millwall,2,0,H,
29/01/2013,Bristol City,Watford,2,0,H,
26/01/2013,Bristol City,Ipswich,2,1,H,
26/01/2013,Burnley,Birmingham,1,2,A,
26/01/2013,Charlton,Sheffield Weds,1,2,A,
26/01/2013,Nott'm Forest,Watford,0,3,A,
26/01/2013,Wolves,Blackpool,1,2,A,
22/01/2013,Blackburn,Brighton,1,1,D,
19/01/2013,Birmingham,Brighton,2,2,D,
19/01/2013,Blackburn,Charlton,1,2,A,
19/01/2013,Blackpool,Cardiff,1,2,A,
19/01/2013,Crystal Palace,Bolton,0,0,D,
19/01/2013,Derby,Nott'm Forest,1,1,D,
19/01/2013,Ipswich,Barnsley,1,1,D,
19/01/2013,Leeds,Bristol City,1,0,H,
19/01/2013,Millwall,Burnley,0,2,A,
19/01/2013,Peterboro,Hull,1,1,D,
19/01/2013,Sheffield Weds,Wolves,0,0,D,
19/01/2013,Watford,Huddersfield,4,0,H,
18/01/2013,Leicester,Middlesbrough,1,0,H,
12/01/2013,Barnsley,Leeds,2,0,H,
12/01/2013,Bolton,Millwall,1,1,D,
12/01/2013,Brighton,Derby,2,1,H,
12/01/2013,Bristol City,Leicester,0,4,A,
12/01/2013,Burnley,Crystal Palace,1,0,H,
12/01/2013,Cardiff,Ipswich,0,0,D,
12/01/2013,Charlton,Blackpool,2,1,H,
12/01/2013,Huddersfield,Birmingham,1,1,D,
12/01/2013,Hull,Sheffield Weds,1,3,A,
12/01/2013,Middlesbrough,Watford,1,2,A,
12/01/2013,Nott'm Forest,Peterboro,2,1,H,
11/01/2013,Wolves,Blackburn,1,1,D,
1/01/2013,Birmingham,Cardiff,0,1,A,
1/01/2013,Blackburn,Nott'm Forest,3,0,H,
1/01/2013,Blackpool,Hull,0,0,D,
1/01/2013,Crystal Palace,Wolves,3,1,H,
1/01/2013,Derby,Middlesbrough,3,1,H,
1/01/2013,Ipswich,Brighton,0,3,A,
1/01/2013,Leeds,Bolton,1,0,H,
1/01/2013,Leicester,Huddersfield,6,1,H,
1/01/2013,Millwall,Bristol City,2,1,H,
1/01/2013,Peterboro,Barnsley,2,1,H,
1/01/2013,Sheffield Weds,Burnley,0,2,A,
1/01/2013,Watford,Charlton,3,4,A,
29/12/2012,Barnsley,Blackburn,1,3,A,
29/12/2012,Bolton,Birmingham,3,1,H,
29/12/2012,Brighton,Watford,1,3,A,
29/12/2012,Bristol City,Peterboro,4,2,H,
29/12/2012,Burnley,Leicester,0,1,A,
29/12/2012,Cardiff,Millwall,1,0,H,
29/12/2012,Charlton,Derby,1,1,D,
29/12/2012,Huddersfield,Sheffield Weds,0,0,D,
29/12/2012,Hull,Leeds,2,0,H,
29/12/2012,Middlesbrough,Blackpool,4,2,H,
29/12/2012,Nott'm Forest,Crystal Palace,2,2,D,
29/12/2012,Wolves,Ipswich,0,2,A,
26/12/2012,Barnsley,Birmingham,1,2,A,
26/12/2012,Bolton,Sheffield Weds,0,1,A,
26/12/2012,Burnley,Derby,2,0,H,
26/12/2012,Cardiff,Crystal Palace,2,1,H,
26/12/2012,Charlton,Ipswich,1,2,A,
26/12/2012,Huddersfield,Blackpool,1,1,D,
26/12/2012,Hull,Leicester,0,0,D,
26/12/2012,Middlesbrough,Blackburn,1,0,H,
26/12/2012,Nott'm Forest,Leeds,4,2,H,
26/12/2012,Wolves,Peterboro,0,3,A,
22/12/2012,Birmingham,Burnley,2,2,D,
22/12/2012,Crystal Palace,Huddersfield,1,1,D,
22/12/2012,Ipswich,Bristol City,1,1,D,
22/12/2012,Leeds,Middlesbrough,2,1,H,
22/12/2012,Leicester,Cardiff,0,1,A,
22/12/2012,Millwall,Barnsley,1,2,A,
22/12/2012,Peterboro,Bolton,5,4,H,
22/12/2012,Sheffield Weds,Charlton,2,0,H,
22/12/2012,Watford,Nott'm Forest,2,0,H,
21/12/2012,Blackpool,Wolves,1,2,A,
21/12/2012,Derby,Hull,1,2,A,
18/12/2012,Brighton,Millwall,2,2,D,
15/12/2012,Barnsley,Sheffield Weds,0,1,A,
15/12/2012,Birmingham,Crystal Palace,2,2,D,
15/12/2012,Blackpool,Blackburn,2,0,H,
15/12/2012,Bolton,Charlton,2,0,H,
15/12/2012,Brighton,Nott'm Forest,0,0,D,
15/12/2012,Bristol City,Derby,0,2,A,
15/12/2012,Burnley,Watford,1,1,D,
15/12/2012,Cardiff,Peterboro,1,2,A,
15/12/2012,Hull,Huddersfield,2,0,H,
15/12/2012,Leeds,Ipswich,2,0,H,
15/12/2012,Middlesbrough,Wolves,2,0,H,
15/12/2012,Millwall,Leicester,1,0,H,
8/12/2012,Charlton,Brighton,2,2,D,
8/12/2012,Crystal Palace,Blackpool,2,2,D,
8/12/2012,Derby,Leeds,3,1,H,
8/12/2012,Huddersfield,Bolton,2,2,D,
8/12/2012,Ipswich,Millwall,3,0,H,
8/12/2012,Leicester,Barnsley,2,2,D,
8/12/2012,Nott'm Forest,Burnley,2,0,H,
8/12/2012,Peterboro,Middlesbrough,2,3,A,
8/12/2012,Sheffield Weds,Bristol City,2,3,A,
8/12/2012,Watford,Hull,1,2,A,
8/12/2012,Wolves,Birmingham,1,0,H,
7/12/2012,Blackburn,Cardiff,1,4,A,
2/12/2012,Burnley,Blackburn,1,1,D,
2/12/2012,Cardiff,Sheffield Weds,1,0,H,
1/12/2012,Bolton,Ipswich,1,2,A,
1/12/2012,Bristol City,Wolves,1,4,A,
1/12/2012,Crystal Palace,Brighton,3,0,H,
1/12/2012,Huddersfield,Leeds,2,4,A,
1/12/2012,Leicester,Derby,4,1,H,
1/12/2012,Millwall,Charlton,0,0,D,
1/12/2012,Nott'm Forest,Hull,1,2,A,
1/12/2012,Peterboro,Blackpool,1,4,A,
1/12/2012,Watford,Barnsley,4,1,H,
30/11/2012,Birmingham,Middlesbrough,3,2,H,
28/11/2012,Blackburn,Bolton,1,2,A,
27/11/2012,Barnsley,Burnley,1,1,D,
27/11/2012,Blackpool,Birmingham,1,1,D,
27/11/2012,Brighton,Bristol City,2,0,H,
27/11/2012,Charlton,Peterboro,2,0,H,
27/11/2012,Derby,Cardiff,1,1,D,
27/11/2012,Hull,Crystal Palace,0,0,D,
27/11/2012,Ipswich,Nott'm Forest,3,1,H,
27/11/2012,Leeds,Leicester,1,0,H,
27/11/2012,Middlesbrough,Huddersfield,3,0,H,
27/11/2012,Sheffield Weds,Watford,1,4,A,
27/11/2012,Wolves,Millwall,0,1,A,
24/11/2012,Barnsley,Cardiff,1,2,A,
24/11/2012,Blackburn,Millwall,0,2,A,
24/11/2012,Blackpool,Watford,2,2,D,
24/11/2012,Brighton,Bolton,1,1,D,
24/11/2012,Charlton,Huddersfield,1,1,D,
24/11/2012,Derby,Birmingham,3,2,H,
24/11/2012,Hull,Burnley,0,1,A,
24/11/2012,Ipswich,Peterboro,1,1,D,
24/11/2012,Leeds,Crystal Palace,2,1,H,
24/11/2012,Middlesbrough,Bristol City,1,3,A,
24/11/2012,Sheffield Weds,Leicester,0,2,A,
24/11/2012,Wolves,Nott'm Forest,1,2,A,
18/11/2012,Millwall,Leeds,1,0,H,
17/11/2012,Birmingham,Hull,2,3,A,
17/11/2012,Bolton,Barnsley,1,1,D,
17/11/2012,Bristol City,Blackpool,1,1,D,
17/11/2012,Burnley,Charlton,0,1,A,
17/11/2012,Cardiff,Middlesbrough,1,0,H,
17/11/2012,Crystal Palace,Derby,3,0,H,
17/11/2012,Huddersfield,Brighton,1,2,A,
17/11/2012,Leicester,Ipswich,6,0,H,
17/11/2012,Nott'm Forest,Sheffield Weds,1,0,H,
17/11/2012,Peterboro,Blackburn,1,4,A,
17/11/2012,Watford,Wolves,2,1,H,
11/11/2012,Bristol City,Charlton,0,2,A,
10/11/2012,Barnsley,Huddersfield,0,1,A,
10/11/2012,Blackburn,Birmingham,1,1,D,
10/11/2012,Blackpool,Bolton,2,2,D,
10/11/2012,Cardiff,Hull,2,1,H,
10/11/2012,Ipswich,Burnley,2,1,H,
10/11/2012,Leeds,Watford,1,6,A,
10/11/2012,Leicester,Nott'm Forest,2,2,D,
10/11/2012,Millwall,Derby,2,1,H,
10/11/2012,Peterboro,Crystal Palace,1,2,A,
10/11/2012,Wolves,Brighton,3,3,D,
9/11/2012,Middlesbrough,Sheffield Weds,3,1,H,
6/11/2012,Birmingham,Bristol City,2,0,H,
6/11/2012,Bolton,Leicester,0,0,D,
6/11/2012,Brighton,Peterboro,1,0,H,
6/11/2012,Burnley,Leeds,1,0,H,
6/11/2012,Charlton,Cardiff,5,4,H,
6/11/2012,Crystal Palace,Ipswich,5,0,H,
6/11/2012,Derby,Barnsley,2,0,H,
6/11/2012,Huddersfield,Blackburn,2,2,D,
6/11/2012,Hull,Wolves,2,1,H,
6/11/2012,Nott'm Forest,Middlesbrough,0,0,D,
6/11/2012,Sheffield Weds,Blackpool,0,2,A,
6/11/2012,Watford,Millwall,0,0,D,
3/11/2012,Birmingham,Ipswich,0,1,A,
3/11/2012,Bolton,Cardiff,2,1,H,
3/11/2012,Burnley,Wolves,2,0,H,
3/11/2012,Charlton,Middlesbrough,1,4,A,
3/11/2012,Crystal Palace,Blackburn,2,0,H,
3/11/2012,Derby,Blackpool,4,1,H,
3/11/2012,Huddersfield,Bristol City,1,0,H,
3/11/2012,Hull,Barnsley,1,0,H,
3/11/2012,Nott'm Forest,Millwall,1,4,A,
3/11/2012,Sheffield Weds,Peterboro,2,1,H,
3/11/2012,Watford,Leicester,2,1,H,
2/11/2012,Brighton,Leeds,2,2,D,
27/10/2012,Barnsley,Nott'm Forest,1,4,A,
27/10/2012,Blackburn,Watford,1,0,H,
27/10/2012,Blackpool,Brighton,1,1,D,
27/10/2012,Bristol City,Hull,1,2,A,
27/10/2012,Cardiff,Burnley,4,0,H,
27/10/2012,Ipswich,Sheffield Weds,0,3,A,
27/10/2012,Leeds,Birmingham,0,1,A,
27/10/2012,Leicester,Crystal Palace,1,2,A,
27/10/2012,Middlesbrough,Bolton,2,1,H,
27/10/2012,Millwall,Huddersfield,4,0,H,
27/10/2012,Peterboro,Derby,3,0,H,
27/10/2012,Wolves,Charlton,1,1,D,
24/10/2012,Blackburn,Sheffield Weds,1,0,H,
23/10/2012,Barnsley,Crystal Palace,1,1,D,
23/10/2012,Blackpool,Nott'm Forest,2,2,D,
23/10/2012,Bristol City,Burnley,3,4,A,
23/10/2012,Cardiff,Watford,2,1,H,
23/10/2012,Ipswich,Derby,1,2,A,
23/10/2012,Leeds,Charlton,1,1,D,
23/10/2012,Leicester,Brighton,1,0,H,
23/10/2012,Middlesbrough,Hull,2,0,H,
23/10/2012,Millwall,Birmingham,3,3,D,
23/10/2012,Peterboro,Huddersfield,3,1,H,
23/10/2012,Wolves,Bolton,2,2,D,
20/10/2012,Birmingham,Leicester,1,1,D,
20/10/2012,Bolton,Bristol City,3,2,H,
20/10/2012,Brighton,Middlesbrough,0,1,A,
20/10/2012,Burnley,Blackpool,1,0,H,
20/10/2012,Charlton,Barnsley,0,1,A,
20/10/2012,Crystal Palace,Millwall,2,2,D,
20/10/2012,Derby,Blackburn,1,1,D,
20/10/2012,Huddersfield,Wolves,2,1,H,
20/10/2012,Hull,Ipswich,2,1,H,
20/10/2012,Nott'm Forest,Cardiff,3,1,H,
20/10/2012,Watford,Peterboro,1,0,H,
19/10/2012,Sheffield Weds,Leeds,1,1,D,
6/10/2012,Birmingham,Huddersfield,0,1,A,
6/10/2012,Blackburn,Wolves,0,1,A,
6/10/2012,Blackpool,Charlton,0,2,A,
6/10/2012,Crystal Palace,Burnley,4,3,H,
6/10/2012,Derby,Brighton,0,0,D,
6/10/2012,Ipswich,Cardiff,1,2,A,
6/10/2012,Leeds,Barnsley,1,0,H,
6/10/2012,Leicester,Bristol City,2,0,H,
6/10/2012,Millwall,Bolton,2,1,H,
6/10/2012,Peterboro,Nott'm Forest,0,1,A,
6/10/2012,Sheffield Weds,Hull,0,1,A,
6/10/2012,Watford,Middlesbrough,1,2,A,
3/10/2012,Middlesbrough,Derby,2,2,D,
3/10/2012,Nott'm Forest,Blackburn,0,0,D,
2/10/2012,Barnsley,Peterboro,0,2,A,
2/10/2012,Bolton,Leeds,2,2,D,
2/10/2012,Brighton,Ipswich,1,1,D,
2/10/2012,Bristol City,Millwall,1,1,D,
2/10/2012,Burnley,Sheffield Weds,3,3,D,
2/10/2012,Cardiff,Birmingham,2,1,H,
2/10/2012,Charlton,Watford,1,2,A,
2/10/2012,Huddersfield,Leicester,0,2,A,
2/10/2012,Hull,Blackpool,2,3,A,
2/10/2012,Wolves,Crystal Palace,1,2,A,
30/09/2012,Nott'm Forest,Derby,0,1,A,
29/09/2012,Barnsley,Ipswich,1,1,D,
29/09/2012,Bolton,Crystal Palace,0,1,A,
29/09/2012,Brighton,Birmingham,0,1,A,
29/09/2012,Bristol City,Leeds,2,3,A,
29/09/2012,Burnley,Millwall,2,2,D,
29/09/2012,Cardiff,Blackpool,3,0,H,
29/09/2012,Charlton,Blackburn,1,1,D,
29/09/2012,Huddersfield,Watford,2,3,A,
29/09/2012,Hull,Peterboro,1,3,A,
29/09/2012,Middlesbrough,Leicester,1,2,A,
29/09/2012,Wolves,Sheffield Weds,1,0,H,
24/09/2012,Blackpool,Huddersfield,1,3,A,
23/09/2012,Leicester,Hull,3,1,H,
22/09/2012,Birmingham,Barnsley,0,5,A,
22/09/2012,Crystal Palace,Cardiff,3,2,H,
22/09/2012,Derby,Burnley,1,2,A,
22/09/2012,Ipswich,Charlton,1,2,A,
22/09/2012,Leeds,Nott'm Forest,2,1,H,
22/09/2012,Millwall,Brighton,1,2,A,
22/09/2012,Peterboro,Wolves,0,2,A,
22/09/2012,Sheffield Weds,Bolton,1,2,A,
22/09/2012,Watford,Bristol City,2,2,D,
21/09/2012,Blackburn,Middlesbrough,1,2,A,
19/09/2012,Ipswich,Wolves,0,2,A,
19/09/2012,Leicester,Burnley,2,1,H,
19/09/2012,Sheffield Weds,Huddersfield,1,3,A,
18/09/2012,Birmingham,Bolton,2,1,H,
18/09/2012,Blackburn,Barnsley,2,1,H,
18/09/2012,Blackpool,Middlesbrough,4,1,H,
18/09/2012,Crystal Palace,Nott'm Forest,1,1,D,
18/09/2012,Derby,Charlton,3,2,H,
18/09/2012,Leeds,Hull,2,3,A,
18/09/2012,Millwall,Cardiff,0,2,A,
18/09/2012,Peterboro,Bristol City,1,2,A,
18/09/2012,Watford,Brighton,0,1,A,
16/09/2012,Wolves,Leicester,2,1,H,
15/09/2012,Barnsley,Blackpool,1,1,D,
15/09/2012,Bolton,Watford,2,1,H,
15/09/2012,Bristol City,Blackburn,3,5,A,
15/09/2012,Burnley,Peterboro,5,2,H,
15/09/2012,Cardiff,Leeds,2,1,H,
15/09/2012,Huddersfield,Derby,1,0,H,
15/09/2012,Hull,Millwall,4,1,H,
15/09/2012,Middlesbrough,Ipswich,2,0,H,
15/09/2012,Nott'm Forest,Birmingham,2,2,D,
14/09/2012,Brighton,Sheffield Weds,3,0,H,
14/09/2012,Charlton,Crystal Palace,0,1,A,
2/09/2012,Cardiff,Wolves,3,1,H,
1/09/2012,Barnsley,Bristol City,1,0,H,
1/09/2012,Birmingham,Peterboro,1,0,H,
1/09/2012,Burnley,Brighton,1,3,A,
1/09/2012,Crystal Palace,Sheffield Weds,2,1,H,
1/09/2012,Derby,Watford,5,1,H,
1/09/2012,Hull,Bolton,3,1,H,
1/09/2012,Ipswich,Huddersfield,2,2,D,
1/09/2012,Leeds,Blackburn,3,3,D,
1/09/2012,Leicester,Blackpool,1,0,H,
1/09/2012,Millwall,Middlesbrough,3,1,H,
1/09/2012,Nott'm Forest,Charlton,2,1,H,
25/08/2012,Blackburn,Leicester,2,1,H,
25/08/2012,Blackpool,Ipswich,6,0,H,
25/08/2012,Brighton,Barnsley,5,1,H,
25/08/2012,Bristol City,Cardiff,4,2,H,
25/08/2012,Charlton,Hull,0,0,D,
25/08/2012,Huddersfield,Burnley,2,0,H,
25/08/2012,Middlesbrough,Crystal Palace,2,1,H,
25/08/2012,Peterboro,Leeds,1,2,A,
25/08/2012,Sheffield Weds,Millwall,3,2,H,
25/08/2012,Watford,Birmingham,2,0,H,
25/08/2012,Wolves,Derby,1,1,D,
24/08/2012,Bolton,Nott'm Forest,2,2,D,
22/08/2012,Blackburn,Hull,1,0,H,
21/08/2012,Blackpool,Leeds,2,1,H,
21/08/2012,Bolton,Derby,2,0,H,
21/08/2012,Brighton,Cardiff,0,0,D,
21/08/2012,Bristol City,Crystal Palace,4,1,H,
21/08/2012,Charlton,Leicester,2,1,H,
21/08/2012,Huddersfield,Nott'm Forest,1,1,D,
21/08/2012,Middlesbrough,Burnley,3,2,H,
21/08/2012,Peterboro,Millwall,1,2,A,
21/08/2012,Sheffield Weds,Birmingham,3,2,H,
21/08/2012,Watford,Ipswich,0,1,A,
21/08/2012,Wolves,Barnsley,3,1,H,
18/08/2012,Barnsley,Middlesbrough,1,0,H,
18/08/2012,Birmingham,Charlton,1,1,D,
18/08/2012,Burnley,Bolton,2,0,H,
18/08/2012,Crystal Palace,Watford,2,3,A,
18/08/2012,Derby,Sheffield Weds,2,2,D,
18/08/2012,Hull,Brighton,1,0,H,
18/08/2012,Ipswich,Blackburn,1,1,D,
18/08/2012,Leeds,Wolves,1,0,H,
18/08/2012,Leicester,Peterboro,2,0,H,
18/08/2012,Millwall,Blackpool,0,2,A,
18/08/2012,Nott'm Forest,Bristol City,1,0,H,
17/08/2012,Cardiff,Huddersfield,1,0,H,
28/04/2012,Barnsley,Brighton,0,0,D,C Webster
28/04/2012,Birmingham,Reading,2,0,H,R Madley
28/04/2012,Burnley,Bristol City,1,1,D,E Ilderton
28/04/2012,Crystal Palace,Cardiff,1,2,A,L Mason
28/04/2012,Derby,Peterboro,1,1,D,R East
28/04/2012,Doncaster,Ipswich,2,3,A,S Mathieson
28/04/2012,Leeds,Leicester,1,2,A,D McDermid
28/04/2012,Millwall,Blackpool,2,2,D,S Attwell
28/04/2012,Nott'm Forest,Portsmouth,2,0,H,M Haywood
28/04/2012,Southampton,Coventry,4,0,H,A Taylor
28/04/2012,Watford,Middlesbrough,2,1,H,S Hooper
28/04/2012,West Ham,Hull,2,1,H,N Miller
23/04/2012,Leicester,West Ham,1,2,A,E Ilderton
21/04/2012,Blackpool,Burnley,4,0,H,C Sarginson
21/04/2012,Brighton,Birmingham,1,1,D,N Miller
21/04/2012,Bristol City,Barnsley,2,0,H,D Deadman
21/04/2012,Cardiff,Leeds,1,1,D,M Halsey
21/04/2012,Coventry,Doncaster,0,2,A,C Foy
21/04/2012,Hull,Nott'm Forest,2,1,H,G Eltringham
21/04/2012,Ipswich,Millwall,0,3,A,C Webster
21/04/2012,Middlesbrough,Southampton,2,1,H,A Bates
21/04/2012,Peterboro,Watford,2,2,D,P Gibbs
21/04/2012,Portsmouth,Derby,1,2,A,M Naylor
21/04/2012,Reading,Crystal Palace,2,2,D,A D'Urso
17/04/2012,Blackpool,Leeds,1,0,H,A Bates
17/04/2012,Brighton,Watford,2,2,D,S Mathieson
17/04/2012,Bristol City,West Ham,1,1,D,C Pawson
17/04/2012,Cardiff,Derby,2,0,H,L Probert
17/04/2012,Coventry,Millwall,0,1,A,J Linington
17/04/2012,Hull,Barnsley,3,1,H,P Tierney
17/04/2012,Ipswich,Birmingham,1,1,D,D Sheldrake
17/04/2012,Leicester,Burnley,0,0,D,M Jones
17/04/2012,Middlesbrough,Doncaster,0,0,D,D Drysdale
17/04/2012,Peterboro,Southampton,1,3,A,J Waugh
17/04/2012,Portsmouth,Crystal Palace,2,1,H,S Hooper
17/04/2012,Reading,Nott'm Forest,1,0,H,G Ward
14/04/2012,Barnsley,Cardiff,0,1,A,G Eltringham
14/04/2012,Birmingham,Bristol City,2,2,D,K Stroud
14/04/2012,Burnley,Coventry,1,1,D,A Woolmer
14/04/2012,Crystal Palace,Ipswich,1,1,D,F Graham
14/04/2012,Derby,Middlesbrough,0,1,A,C Pawson
14/04/2012,Doncaster,Portsmouth,3,4,A,M Russell
14/04/2012,Leeds,Peterboro,4,1,H,D Phillips
14/04/2012,Millwall,Leicester,2,1,H,P Gibbs
14/04/2012,Nott'm Forest,Blackpool,0,0,D,P Miller
14/04/2012,Watford,Hull,1,1,D,P Dowd
14/04/2012,West Ham,Brighton,6,0,H,R East
13/04/2012,Southampton,Reading,1,3,A,M Dean
10/04/2012,Brighton,Reading,0,1,A,M Russell
10/04/2012,Portsmouth,Millwall,0,1,A,M Halsey
9/04/2012,Blackpool,Barnsley,1,1,D,A D'Urso
9/04/2012,Bristol City,Coventry,3,1,H,S Mathieson
9/04/2012,Cardiff,Watford,1,1,D,D Deadman
9/04/2012,Crystal Palace,Southampton,0,2,A,G Sutton
9/04/2012,Doncaster,Burnley,1,2,A,N Miller
9/04/2012,Hull,Middlesbrough,2,1,H,A Woolmer
9/04/2012,Ipswich,Leicester,1,2,A,A Bates
9/04/2012,Leeds,Derby,0,2,A,O Langford
9/04/2012,Peterboro,Nott'm Forest,0,1,A,C Boyeson
9/04/2012,West Ham,Birmingham,3,3,D,J Moss
7/04/2012,Birmingham,Crystal Palace,3,1,H,G Eltringham
7/04/2012,Coventry,Peterboro,2,2,D,D McDermid
7/04/2012,Derby,Ipswich,0,0,D,M Haywood
7/04/2012,Leicester,Doncaster,4,0,H,R East
7/04/2012,Middlesbrough,Cardiff,0,2,A,K Friend
7/04/2012,Millwall,Hull,2,0,H,D Deadman
7/04/2012,Nott'm Forest,Bristol City,0,1,A,J Waugh
7/04/2012,Southampton,Portsmouth,2,2,D,N Swarbrick
6/04/2012,Barnsley,West Ham,0,4,A,A Bates
6/04/2012,Burnley,Brighton,1,0,H,C Boyeson
6/04/2012,Reading,Leeds,2,0,H,D Drysdale
6/04/2012,Watford,Blackpool,0,2,A,J Linington
3/04/2012,Burnley,Birmingham,1,3,A,J Waugh
31/03/2012,Blackpool,Southampton,3,0,H,D Whitestone
31/03/2012,Brighton,Middlesbrough,1,1,D,D Deadman
31/03/2012,Bristol City,Derby,1,1,D,G Ward
31/03/2012,Cardiff,Millwall,0,0,D,A Bates
31/03/2012,Crystal Palace,Nott'm Forest,0,3,A,O Langford
31/03/2012,Hull,Coventry,0,2,A,G Salisbury
31/03/2012,Ipswich,Barnsley,1,0,H,P Gibbs
31/03/2012,Leeds,Watford,0,2,A,P Tierney
31/03/2012,Peterboro,Leicester,1,0,H,M Oliver
31/03/2012,Portsmouth,Burnley,1,5,A,S Attwell
31/03/2012,West Ham,Reading,2,4,A,C Foy
30/03/2012,Doncaster,Birmingham,1,3,A,C Webster
27/03/2012,Crystal Palace,Doncaster,1,1,D,D Deadman
27/03/2012,Ipswich,Middlesbrough,1,1,D,K Stroud
27/03/2012,Leicester,Nott'm Forest,0,0,D,S Mathieson
27/03/2012,Peterboro,West Ham,0,2,A,C Sarginson
27/03/2012,Portsmouth,Hull,2,0,H,D Sheldrake
25/03/2012,Birmingham,Cardiff,1,1,D,A D'Urso
24/03/2012,Barnsley,Peterboro,1,0,H,A Haines
24/03/2012,Burnley,West Ham,2,2,D,M Haywood
24/03/2012,Coventry,Portsmouth,2,0,H,G Eltringham
24/03/2012,Derby,Crystal Palace,3,2,H,M Russell
24/03/2012,Leicester,Hull,2,1,H,N Miller
24/03/2012,Middlesbrough,Bristol City,1,1,D,C Webster
24/03/2012,Millwall,Leeds,0,1,A,L Probert
24/03/2012,Nott'm Forest,Brighton,1,1,D,M Naylor
24/03/2012,Reading,Blackpool,3,1,H,F Graham
24/03/2012,Southampton,Doncaster,2,0,H,D McDermid
24/03/2012,Watford,Ipswich,2,1,H,P Walton
21/03/2012,Blackpool,Leicester,3,3,D,M Naylor
21/03/2012,Cardiff,Coventry,2,2,D,R Madley
21/03/2012,Ipswich,Burnley,1,0,H,J Linington
20/03/2012,Brighton,Derby,2,0,H,D Sheldrake
20/03/2012,Bristol City,Watford,0,2,A,O Langford
20/03/2012,Crystal Palace,Barnsley,1,0,H,T Kettle
20/03/2012,Doncaster,Millwall,0,3,A,S Attwell
20/03/2012,Hull,Southampton,0,2,A,D Webb
20/03/2012,Leeds,Nott'm Forest,3,7,A,E Ilderton
20/03/2012,Peterboro,Reading,3,1,H,S Hooper
20/03/2012,Portsmouth,Birmingham,4,1,H,B Malone
20/03/2012,West Ham,Middlesbrough,1,1,D,S Mathieson
18/03/2012,Cardiff,Burnley,0,0,D,I Williamson
17/03/2012,Barnsley,Reading,0,4,A,D Sheldrake
17/03/2012,Birmingham,Middlesbrough,3,0,H,G Scott
17/03/2012,Blackpool,Brighton,3,1,H,S Hooper
17/03/2012,Crystal Palace,Hull,0,0,D,D Drysdale
17/03/2012,Doncaster,Derby,1,2,A,D Coote
17/03/2012,Ipswich,Peterboro,3,2,H,G Sutton
17/03/2012,Leeds,West Ham,1,1,D,P Walton
17/03/2012,Millwall,Southampton,2,3,A,F Graham
17/03/2012,Portsmouth,Bristol City,0,0,D,A D'Urso
17/03/2012,Watford,Coventry,0,0,D,C Webster
13/03/2012,Cardiff,Hull,0,3,A,G Scott
13/03/2012,Derby,Nott'm Forest,1,0,H,A D'Urso
13/03/2012,Doncaster,Reading,1,1,D,A Bates
13/03/2012,Leicester,Birmingham,3,1,H,M Russell
11/03/2012,Middlesbrough,Leeds,0,2,A,C Boyeson
10/03/2012,Brighton,Portsmouth,2,0,H,M Dean
10/03/2012,Bristol City,Cardiff,1,2,A,M Oliver
10/03/2012,Burnley,Crystal Palace,1,1,D,D Whitestone
10/03/2012,Coventry,Birmingham,1,1,D,N Swarbrick
10/03/2012,Derby,Watford,1,2,A,S Mathieson
10/03/2012,Hull,Ipswich,2,2,D,R East
10/03/2012,Nott'm Forest,Millwall,3,1,H,C Pawson
10/03/2012,Peterboro,Blackpool,3,1,H,M Haywood
10/03/2012,Reading,Leicester,3,1,H,R Madley
10/03/2012,Southampton,Barnsley,2,0,H,D Phillips
10/03/2012,West Ham,Doncaster,1,1,D,A D'Urso
7/03/2012,Brighton,Cardiff,2,2,D,R East
7/03/2012,West Ham,Watford,1,1,D,K Stroud
6/03/2012,Bristol City,Leicester,3,2,H,M Haywood
6/03/2012,Coventry,Crystal Palace,1,1,D,M Brown
6/03/2012,Derby,Blackpool,2,1,H,C Boyeson
6/03/2012,Hull,Leeds,0,0,D,S Attwell
6/03/2012,Middlesbrough,Barnsley,2,0,H,P Walton
6/03/2012,Nott'm Forest,Doncaster,1,2,A,M Jones
6/03/2012,Peterboro,Millwall,0,3,A,G Eltringham
6/03/2012,Reading,Portsmouth,1,0,H,O Langford
6/03/2012,Southampton,Ipswich,1,1,D,D Drysdale
4/03/2012,Cardiff,West Ham,0,2,A,C Foy
3/03/2012,Barnsley,Nott'm Forest,1,1,D,D Deadman
3/03/2012,Birmingham,Derby,2,2,D,P Tierney
3/03/2012,Crystal Palace,Peterboro,1,0,H,S Mathieson
3/03/2012,Doncaster,Brighton,1,1,D,G Eltringham
3/03/2012,Ipswich,Bristol City,3,0,H,A Woolmer
3/03/2012,Leeds,Southampton,0,1,A,N Miller
3/03/2012,Leicester,Coventry,2,0,H,L Probert
3/03/2012,Millwall,Reading,1,2,A,C Sarginson
3/03/2012,Portsmouth,Middlesbrough,1,3,A,T Kettle
3/03/2012,Watford,Burnley,3,2,H,M Naylor
2/03/2012,Blackpool,Hull,1,1,D,E Ilderton
25/02/2012,Birmingham,Nott'm Forest,1,2,A,R East
